,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
2461,Kingwood,30.0500255,-95.1844774,CVS pharmacy,30.04835734062148,-95.18282224458652,Pharmacy
2462,Kingwood,30.0500255,-95.1844774,la Madeleine French Bakery & Café Kingwood,30.050158,-95.182369,Café
2463,Kingwood,30.0500255,-95.1844774,Mod Pizza,30.05168829,-95.18009122,Pizza Place
2464,Kingwood,30.0500255,-95.1844774,Freddy’s Frozen Custard & Steakburgers,30.05154612,-95.1818826,Burger Joint
2465,Kingwood,30.0500255,-95.1844774,Kingwood Town Center Square,30.04771183884194,-95.18473595549854,Plaza
2466,Kingwood,30.0500255,-95.1844774,Town Center Park,30.047711655907563,-95.18503140947013,Park
2467,Kingwood,30.0500255,-95.1844774,Starbucks,30.04839439,-95.18260906,Coffee Shop
2468,Kingwood,30.0500255,-95.1844774,Walgreens,30.0519903,-95.1864281,Pharmacy
2469,Kingwood,30.0500255,-95.1844774,Hunan Garden,30.05108088560967,-95.18619465657156,Chinese Restaurant
2470,Kingwood,30.0500255,-95.1844774,Three B's Grill,30.05037052192096,-95.181438630379,American Restaurant
2471,Kingwood,30.0500255,-95.1844774,Chachi's Mexican Restaurant,30.0480807,-95.185626,Mexican Restaurant
2472,Kingwood,30.0500255,-95.1844774,Russo New York Pizzeria,30.0487647,-95.1853522,Pizza Place
2473,Kingwood,30.0500255,-95.1844774,Papa John's Pizza,30.04771242605334,-95.18451123313525,Pizza Place
2474,Kingwood,30.0500255,-95.1844774,The UPS Store,30.049907,-95.18143,Shipping Store
2475,Kingwood,30.0500255,-95.1844774,Wingstop,30.047998,-95.184416,Wings Joint
2476,Kingwood,30.0500255,-95.1844774,The Mudpie Company,30.0485954,-95.1853314,Art Gallery
2477,Kingwood,30.0500255,-95.1844774,Orangetheory Fitness,30.052410125732422,-95.18077850341797,Gym
2478,Kingwood,30.0500255,-95.1844774,AT&T,30.048530265332253,-95.18241606652737,Mobile Phone Shop
2479,Kingwood,30.0500255,-95.1844774,McDonald's,30.04899687441632,-95.18548644614378,Fast Food Restaurant
2480,Kingwood,30.0500255,-95.1844774,Domino's Pizza,30.0507522,-95.1865469,Pizza Place
2481,Kingwood,30.0500255,-95.1844774,SUBWAY,30.051701489838447,-95.18623856784677,Sandwich Place
2482,Kingwood,30.0500255,-95.1844774,Wells Fargo,30.04913623354152,-95.18346950411802,Bank
2483,Kingwood,30.0500255,-95.1844774,Redbox,30.051977157592773,-95.18618774414062,Video Store
2484,Kingwood,30.0500255,-95.1844774,Chase Bank,30.044594642431218,-95.18187848860275,Bank
2485,Kingwood,30.0500255,-95.1844774,Lake Houston Family YMCA,30.041623564362155,-95.17663784575204,Gym
2486,Kingwood,30.0500255,-95.1844774,Wendy’s,30.054207681673862,-95.18666377882249,Fast Food Restaurant
2487,Kingwood,30.0500255,-95.1844774,Marble Slab Creamery,30.0484,-95.182569,Ice Cream Shop
2488,Kingwood,30.0500255,-95.1844774,Sushihana,30.04819409630771,-95.18535781590758,Japanese Restaurant
2489,Kingwood,30.0500255,-95.1844774,Burger King,30.04854071309142,-95.18439956009388,Fast Food Restaurant
2490,Kingwood,30.0500255,-95.1844774,FedEx Office Print & Ship Center,30.047498,-95.184237,Shipping Store
2491,Kingwood,30.0500255,-95.1844774,Kingwood Farmers Market,30.048505783081055,-95.18504333496094,Farmers Market
2492,Kingwood,30.0500255,-95.1844774,Pet Ranch,30.05136470366682,-95.18608079287718,Pet Store
2493,Kingwood,30.0500255,-95.1844774,S&A Nails,30.05161530606912,-95.18601428134964,Spa
2494,Kingwood,30.0500255,-95.1844774,BBVA Compass,30.045243809952048,-95.1825401186943,Bank
2495,Kingwood,30.0500255,-95.1844774,Westco Donuts,30.05521935805937,-95.18540837021364,Donut Shop
2496,Kingwood,30.0500255,-95.1844774,Forest Course,30.04240953594558,-95.18879603492681,Golf Course
2497,Kingwood,30.0500255,-95.1844774,Greentree Park,30.06302939287971,-95.18013624075321,Park
2498,Kingwood,30.0500255,-95.1844774,Sand Creek Village Pool,30.05771255493164,-95.17058563232422,Pool
2499,Lake Houston,29.9723669,-95.1379946,Car Won't Start Mobile Service,29.9723669,-95.13799460000001,Auto Garage
2500,Lake Houston,29.9723669,-95.1379946,TunePark Management,29.9723669,-95.13799460000001,Business Service
2501,Northside / Northline,29.8594534,-95.38467740000002,Mambo Seafood,29.8541732,-95.3849985,Seafood Restaurant
2502,Northside / Northline,29.8594534,-95.38467740000002,Flamingo Chill,29.858519569813105,-95.38407441275592,Ice Cream Shop
2503,Northside / Northline,29.8594534,-95.38467740000002,Golden Seafood,29.8614962100302,-95.38428546311592,Seafood Restaurant
2504,Northside / Northline,29.8594534,-95.38467740000002,Taqueria Mi Jalisco,29.864550762408435,-95.38450009006301,Food Truck
2505,Northside / Northline,29.8594534,-95.38467740000002,Tostada Regia Airline,29.860223260570802,-95.38537359293993,Food Court
2506,Northside / Northline,29.8594534,-95.38467740000002,Walgreens,29.859828604285703,-95.38396462798119,Pharmacy
2507,Northside / Northline,29.8594534,-95.38467740000002,Gallery Furniture,29.8541056796381,-95.39720238224392,Furniture / Home Store
2508,Northside / Northline,29.8594534,-95.38467740000002,Domino's Pizza,29.860152711898458,-95.3858046233654,Pizza Place
2509,Northside / Northline,29.8594534,-95.38467740000002,GameStop,29.847925186157227,-95.39369201660156,Video Game Store
2510,Northside / Northline,29.8594534,-95.38467740000002,Little Caesars Pizza,29.870390999999998,-95.382634,Pizza Place
2511,Northside / Northline,29.8594534,-95.38467740000002,Circle K,29.86255,-95.384982,Convenience Store
2512,Northside / Northline,29.8594534,-95.38467740000002,Chase Bank,29.870310860126466,-95.38535132817266,Bank
2513,Northside / Northline,29.8594534,-95.38467740000002,Redbox,29.868843,-95.384833,Video Store
2514,Northside / Northline,29.8594534,-95.38467740000002,Taquerias Arandas,29.851021294965264,-95.3839827398314,Mexican Restaurant
2515,Northside / Northline,29.8594534,-95.38467740000002,Jack in the Box,29.864153571144787,-95.38514211773878,Fast Food Restaurant
2516,Northside / Northline,29.8594534,-95.38467740000002,Family Dollar,29.868866999999998,-95.383452,Discount Store
2517,Northside / Northline,29.8594534,-95.38467740000002,Thomas Bar B Que,29.847139779879463,-95.39323170154395,BBQ Joint
2518,Northside / Northline,29.8594534,-95.38467740000002,Shipley Do-Nuts,29.84515,-95.384785,Donut Shop
2519,Northside / Northline,29.8594534,-95.38467740000002,Redbox,29.853849,-95.399488,Video Store
2520,Northside / Northline,29.8594534,-95.38467740000002,99 Cents Only Stores,29.848079,-95.39271600000001,Discount Store
2521,Northside / Northline,29.8594534,-95.38467740000002,Church's Chicken,29.845738232622534,-95.38486827647091,Fried Chicken Joint
2522,Northside / Northline,29.8594534,-95.38467740000002,SUBWAY,29.868636773123455,-95.38439254772629,Sandwich Place
2523,Northside / Northline,29.8594534,-95.38467740000002,Mattress Firm,29.852579,-95.396229,Furniture / Home Store
2524,Northside / Northline,29.8594534,-95.38467740000002,Dance Town Bingo,29.866334804237972,-95.38396335369173,Casino
2525,Northside / Northline,29.8594534,-95.38467740000002,McDonald's,29.846314,-95.384033,Fast Food Restaurant
2526,Northside / Northline,29.8594534,-95.38467740000002,BreWingZ Sports Bar & Grill,29.847840368461345,-95.39406882383363,American Restaurant
2527,Northside / Northline,29.8594534,-95.38467740000002,Burger King,29.84726745958263,-95.39319813251495,Fast Food Restaurant
2528,Northside / Northline,29.8594534,-95.38467740000002,El Rosillo Tree Service,29.8639153,-95.37300719999996,Nature Preserve
2529,Northside / Northline,29.8594534,-95.38467740000002,Gress Tire Service,29.859261,-95.371922,Auto Garage
2530,Northside / Northline,29.8594534,-95.38467740000002,Taqueria  La Reforma,29.858747800395363,-95.37190087995388,Food Truck
2531,Northside / Northline,29.8594534,-95.38467740000002,Family Thrift Outlet,29.870468139648438,-95.38311004638672,Clothing Store
2532,Northside / Northline,29.8594534,-95.38467740000002,Houston Discount Sales,29.870760999999998,-95.383664,Grocery Store
2533,Northside / Northline,29.8594534,-95.38467740000002,Taqueria Mi Jalisco,29.85884428024292,-95.37157416343689,Taco Place
2534,Northside / Northline,29.8594534,-95.38467740000002,Papa Johns @ Gallery Funiture,29.854159245668033,-95.39675600855588,Pizza Place
2535,Northside / Northline,29.8594534,-95.38467740000002,Sarita's Taqueria,29.854968,-95.372146,Taco Place
2536,Northside / Northline,29.8594534,-95.38467740000002,Sunny's One Stop,29.854512859136683,-95.37168235680574,Convenience Store
2537,Northside / Northline,29.8594534,-95.38467740000002,Mattresses For Less,29.8521143,-95.3962056,Mattress Store
2538,Northside / Northline,29.8594534,-95.38467740000002,McDonald's,29.853828174800483,-95.39951833513669,Fast Food Restaurant
2539,Northside / Northline,29.8594534,-95.38467740000002,Club Area 45,29.851193181137003,-95.39612548891886,Music Venue
2540,Northside / Northline,29.8594534,-95.38467740000002,Panaderia Bakery Tierra Caliente,29.846085,-95.383268,Bakery
2541,Northside / Northline,29.8594534,-95.38467740000002,Ranchero King Buffet,29.85199737548828,-95.3961181640625,Mexican Restaurant
2542,Northside / Northline,29.8594534,-95.38467740000002,Food Town,29.869433529367395,-95.3834080696106,Grocery Store
2543,Jensen,29.848152399999996,-95.3429072,City Acre Brewing,29.85664708566833,-95.33485629431537,Brewery
2544,Jensen,29.848152399999996,-95.3429072,SUBWAY,29.847897,-95.3415084,Sandwich Place
2545,Jensen,29.848152399999996,-95.3429072,Papa John's Pizza,29.8476592,-95.3414533,Pizza Place
2546,Jensen,29.848152399999996,-95.3429072,Domino's Pizza,29.84903320270893,-95.33605366945267,Pizza Place
2547,Jensen,29.848152399999996,-95.3429072,McDonald's,29.847122143660258,-95.34331130410465,Fast Food Restaurant
2548,Jensen,29.848152399999996,-95.3429072,Family Dollar,29.840093,-95.341942,Discount Store
2549,Jensen,29.848152399999996,-95.3429072,Burger King,29.848522559520134,-95.34348070621485,Fast Food Restaurant
2550,Jensen,29.848152399999996,-95.3429072,Jack in the Box,29.84648112387284,-95.34264385700226,Fast Food Restaurant
2551,Jensen,29.848152399999996,-95.3429072,CVS pharmacy,29.84916689057667,-95.33506551285329,Pharmacy
2552,Jensen,29.848152399999996,-95.3429072,Shell,29.843653000000003,-95.34325799999999,Gas Station
2553,Jensen,29.848152399999996,-95.3429072,Wells Fargo,29.8480988,-95.3346797,Bank
2554,Jensen,29.848152399999996,-95.3429072,Church's Chicken,29.842235183925176,-95.34250615450719,Fried Chicken Joint
2555,Jensen,29.848152399999996,-95.3429072,Shell,29.84908586426905,-95.33259011972225,Gas Station
2556,Jensen,29.848152399999996,-95.3429072,Foodland Supermarket,29.842154999999998,-95.344362,Grocery Store
2557,Jensen,29.848152399999996,-95.3429072,Azteca Reception Hall,29.838671421520846,-95.34314000873695,Event Service
2558,Jensen,29.848152399999996,-95.3429072,Shipley's Donuts,29.83799,-95.34307,Donut Shop
2559,Jensen,29.848152399999996,-95.3429072,Pitts & Spitts,29.85501412369354,-95.33305232316764,Outdoor Supply Store
2560,Jensen,29.848152399999996,-95.3429072,Sculpt Excellence,29.84083002623337,-95.33111572265625,Spa
2561,Jensen,29.848152399999996,-95.3429072,Arm Strong Gutters & Sheet Metal,29.852555,-95.32738,Construction & Landscaping
2562,East Little York / Homestead,29.871409399999997,-95.3005979,Dollar General,29.874748999999998,-95.30116600000001,Discount Store
2563,East Little York / Homestead,29.871409399999997,-95.3005979,Spindletap Brewery,29.867718803658953,-95.31518606116208,Brewery
2564,East Little York / Homestead,29.871409399999997,-95.3005979,Family Dollar,29.87084075826673,-95.30115489493589,Discount Store
2565,East Little York / Homestead,29.871409399999997,-95.3005979,Family Dollar,29.882182,-95.300096,Discount Store
2566,East Little York / Homestead,29.871409399999997,-95.3005979,Star Mart,29.857324600219727,-95.30016326904297,Food
2567,East Little York / Homestead,29.871409399999997,-95.3005979,Shell,29.87080536966468,-95.31401663262967,Gas Station
2568,East Little York / Homestead,29.871409399999997,-95.3005979,Langley Supermarket,29.86446141107964,-95.30132467728772,Grocery Store
2569,East Little York / Homestead,29.871409399999997,-95.3005979,Big City Food,29.884105417141715,-95.3002341005639,Convenience Store
2570,East Little York / Homestead,29.871409399999997,-95.3005979,Inwood Cleaners,29.857027053833008,-95.30016326904297,Clothing Store
2571,Trinity / Houston Gardens,29.8313761,-95.3020313,Triple J's Smokehouse,29.81932582592525,-95.30223371103133,BBQ Joint
2572,Trinity / Houston Gardens,29.8313761,-95.3020313,Rosewood,29.84175909012039,-95.2926529164631,Park
2573,Trinity / Houston Gardens,29.8313761,-95.3020313,Family Dollar,29.83059,-95.302824,Discount Store
2574,Trinity / Houston Gardens,29.8313761,-95.3020313,Dollar General,29.830529,-95.31821,Discount Store
2575,Trinity / Houston Gardens,29.8313761,-95.3020313,McDonald's,29.83778892858201,-95.30308573046908,American Restaurant
2576,Trinity / Houston Gardens,29.8313761,-95.3020313,Shell,29.83122974,-95.31830467,Gas Station
2577,Trinity / Houston Gardens,29.8313761,-95.3020313,DLG Ice Factory,29.821810972426253,-95.29841522950073,Outdoor Sculpture
2578,Trinity / Houston Gardens,29.8313761,-95.3020313,A&K Cakes,29.820668,-95.3026532,Bakery
2579,Trinity / Houston Gardens,29.8313761,-95.3020313,D & J Burger & Bar,29.831740999999997,-95.28635799999999,Burger Joint
2580,East Houston,29.829669899999995,-95.26993490000001,Dollar General,29.835074,-95.261225,Discount Store
2581,East Houston,29.829669899999995,-95.26993490000001,Shipley Do-Nuts,29.842305,-95.262629,Donut Shop
2582,East Houston,29.829669899999995,-95.26993490000001,Family Dollar,29.83897,-95.263264,Discount Store
2583,East Houston,29.829669899999995,-95.26993490000001,U-Haul Moving & Storage at Mesa Rd,29.841697093462148,-95.26303771250167,Storage Facility
2584,East Houston,29.829669899999995,-95.26993490000001,DNA Pharmacy,29.83217478178054,-95.26202201843262,Pharmacy
2585,East Houston,29.829669899999995,-95.26993490000001,Houston Railroad Museum,29.828609466552734,-95.26039123535156,Museum
2586,East Houston,29.829669899999995,-95.26993490000001,J and S Bar-b-Que,29.837856,-95.261904,BBQ Joint
2587,East Houston,29.829669899999995,-95.26993490000001,Jeff's Kitchen,29.83789,-95.26190199999999,BBQ Joint
2588,East Houston,29.829669899999995,-95.26993490000001,Estes SureMove,29.827800340740183,-95.25748908519743,Home Service
2589,East Houston,29.829669899999995,-95.26993490000001,Estes Express Lines,29.827869,-95.256923,Business Service
2590,East Houston,29.829669899999995,-95.26993490000001,Hartz Chicken,29.831175922510763,-95.28373752829157,Fried Chicken Joint
2591,East Houston,29.829669899999995,-95.26993490000001,Kim's Seafood,29.840746000000003,-95.262723,Seafood Restaurant
2592,East Houston,29.829669899999995,-95.26993490000001,D & J Burger & Bar,29.831740999999997,-95.28635799999999,Burger Joint
2593,Settegast,29.815393100000005,-95.2809456,Chicken Plus,29.818671999999996,-95.284178,American Restaurant
2594,Settegast,29.815393100000005,-95.2809456,Family Dollar,29.815663,-95.285027,Discount Store
2595,Settegast,29.815393100000005,-95.2809456,"Murphy Paving, LLC",29.802994,-95.2807002,Moving Target
2596,Settegast,29.815393100000005,-95.2809456,Art Construction,29.824196999999998,-95.26945,Construction & Landscaping
2597,Northside Village,29.841130300000003,-95.410934,B & W Meat Co.,29.8351942,-95.4117192,Restaurant
2598,Northside Village,29.841130300000003,-95.410934,Esther's Cajun Cafe & Soul Food,29.842108498202553,-95.40265381283335,Cajun / Creole Restaurant
2599,Northside Village,29.841130300000003,-95.410934,J Dykes Food Court,29.837566,-95.403226,Burger Joint
2600,Northside Village,29.841130300000003,-95.410934,Corner Store,29.8407329,-95.4116186,Convenience Store
2601,Northside Village,29.841130300000003,-95.410934,Astral brewing,29.835369,-95.41019,Brewery
2602,Northside Village,29.841130300000003,-95.410934,LA Fitness,29.828648790251755,-95.40993703534201,Gym
2603,Northside Village,29.841130300000003,-95.410934,Flying Saucer Pie Co.,29.828300713890208,-95.40606846179752,Pie Shop
2604,Northside Village,29.841130300000003,-95.410934,Brash Brewing,29.829288148239584,-95.40787073783576,Brewery
2605,Northside Village,29.841130300000003,-95.410934,Bernies Backyard,29.82690397284817,-95.4100647321175,Food Truck
2606,Northside Village,29.841130300000003,-95.410934,Family Dollar,29.838137,-95.411567,Discount Store
2607,Northside Village,29.841130300000003,-95.410934,Jack in the Box,29.8445049,-95.4106418,Fast Food Restaurant
2608,Northside Village,29.841130300000003,-95.410934,Taqueria El Tapatio,29.83078437065114,-95.41037926495177,Mexican Restaurant
2609,Northside Village,29.841130300000003,-95.410934,Country Kitchen,29.837014,-95.41043499999999,American Restaurant
2610,Northside Village,29.841130300000003,-95.410934,Church's Chicken,29.841744,-95.411307,Fried Chicken Joint
2611,Northside Village,29.841130300000003,-95.410934,Shepherd Park,29.83412357173936,-95.41842681986738,Park
2612,Northside Village,29.841130300000003,-95.410934,Shell,29.847339381098568,-95.4115478278311,Gas Station
2613,Northside Village,29.841130300000003,-95.410934,Family Dollar,29.839854,-95.427361,Discount Store
2614,Northside Village,29.841130300000003,-95.410934,Family Bingo Center,29.829027285987543,-95.40817767557489,General Entertainment
2615,Northside Village,29.841130300000003,-95.410934,Los Dos Hermanos,29.839855778944802,-95.41115403664591,Mexican Restaurant
2616,Northside Village,29.841130300000003,-95.410934,EZPAWN,29.840091420956696,-95.41156559885962,Pawn Shop
2617,Northside Village,29.841130300000003,-95.410934,The Grind House,29.843934135295534,-95.41086764473808,Coffee Shop
2618,Northside Village,29.841130300000003,-95.410934,Chirps Chicken and Rice,29.844367,-95.411272,Chinese Restaurant
2619,Northside Village,29.841130300000003,-95.410934,GrindHouse,29.8443797,-95.4112859,Café
2620,Northside Village,29.841130300000003,-95.410934,Shell,29.84560987,-95.39742365,Gas Station
2621,Northside Village,29.841130300000003,-95.410934,Burger King,29.84751856805532,-95.4118588892743,Fast Food Restaurant
2622,Northside Village,29.841130300000003,-95.410934,Ralston Discount Liquor,29.83448736261094,-95.41113869418638,Liquor Store
2623,Northside Village,29.841130300000003,-95.410934,Halcyon Claire Photography,29.84269127114598,-95.41900634765625,Photography Studio
2624,Northside Village,29.841130300000003,-95.410934,Sedita Feed And Supply,29.848387,-95.409998,Pet Store
2625,Northside Village,29.841130300000003,-95.410934,Artisana Bread,29.840748126279028,-95.41953674118038,Bakery
2626,Northside Village,29.841130300000003,-95.410934,CVS pharmacy,29.827021797966616,-95.41025509463083,Pharmacy
2627,Northside Village,29.841130300000003,-95.410934,Houston Breakers & Electrical Supplies,29.847196,-95.404273,Electronics Store
2628,Northside Village,29.841130300000003,-95.410934,Montalbano Lumber & Hardware,29.850607,-95.411163,Hardware Store
2629,Northside Village,29.841130300000003,-95.410934,Adolf Hoepfl Garage,29.8315711,-95.4103665,Automotive Shop
2630,Northside Village,29.841130300000003,-95.410934,Cholaos Kitchen Tacos,29.830722332705587,-95.41727600223994,Food Truck
2631,Northside Village,29.841130300000003,-95.410934,Hartz Chicken,29.840699,-95.426337,Fried Chicken Joint
2632,Northside Village,29.841130300000003,-95.410934,"Art Guys World Headquarters,",29.84980010986328,-95.42350769042969,Museum
2633,Kashmere Gardens,29.80038609999999,-95.3169786,The Original Timmy Chan Restaurant,29.810355222743596,-95.31673427693815,Chinese Restaurant
2634,Kashmere Gardens,29.80038609999999,-95.3169786,Dollar General,29.806209,-95.317409,Discount Store
2635,Kashmere Gardens,29.80038609999999,-95.3169786,Popeyes Louisiana Kitchen,29.796352,-95.31681,Fried Chicken Joint
2636,Kashmere Gardens,29.80038609999999,-95.3169786,SUBWAY,29.807296038955588,-95.30288071894512,Sandwich Place
2637,Kashmere Gardens,29.80038609999999,-95.3169786,Family Dollar,29.81145,-95.316549,Discount Store
2638,Kashmere Gardens,29.80038609999999,-95.3169786,KFC,29.79997975092453,-95.31735620978077,Fried Chicken Joint
2639,Kashmere Gardens,29.80038609999999,-95.3169786,Church's Chicken,29.811769427325387,-95.31753708798777,Fried Chicken Joint
2640,Kashmere Gardens,29.80038609999999,-95.3169786,Taco Bell,29.799988,-95.31736,Fast Food Restaurant
2641,Kashmere Gardens,29.80038609999999,-95.3169786,McDonald's,29.81028317075274,-95.31781346420752,Fast Food Restaurant
2642,Kashmere Gardens,29.80038609999999,-95.3169786,Mattie's Catfish Kitchen,29.800479848164052,-95.31673189415118,Seafood Restaurant
2643,Kashmere Gardens,29.80038609999999,-95.3169786,Hanks Fish Market,29.799644,-95.317297,Fish Market
2644,Kashmere Gardens,29.80038609999999,-95.3169786,Fiesta Mart Inc.,29.81271897936589,-95.31781915984577,Department Store
2645,Kashmere Gardens,29.80038609999999,-95.3169786,Subway,29.808294517642324,-95.31778203454576,Sandwich Place
2646,Kashmere Gardens,29.80038609999999,-95.3169786,610 Beauty Supply,29.80837079257489,-95.31708930075469,Cosmetics Shop
2647,Kashmere Gardens,29.80038609999999,-95.3169786,Hutcheson Park,29.80846166901742,-95.31631322067022,Park
2648,Kashmere Gardens,29.80038609999999,-95.3169786,Lockwood Skating Palace,29.789112,-95.31553199999999,Arcade
2649,Kashmere Gardens,29.80038609999999,-95.3169786,CN Seafood Market & Restaurant,29.812027,-95.317554,Seafood Restaurant
2650,Kashmere Gardens,29.80038609999999,-95.3169786,Café La BJ,29.811925888061523,-95.31240844726562,Food Court
2651,Kashmere Gardens,29.80038609999999,-95.3169786,Fiesta,29.81271090932552,-95.31784119917924,Grocery Store
2652,Kashmere Gardens,29.80038609999999,-95.3169786,United Rentals,29.793979999999998,-95.304455,Rental Service
2653,Kashmere Gardens,29.80038609999999,-95.3169786,Samsung Appliance Repair,29.811695098876953,-95.32379150390625,Electronics Store
2654,Kashmere Gardens,29.80038609999999,-95.3169786,Sparkles's Hamburger Spot,29.810133,-95.32816,Burger Joint
2655,Kashmere Gardens,29.80038609999999,-95.3169786,Heavenly Choices Restaurant,29.799827314562005,-95.33303618431091,Restaurant
2656,El Dorado / Oates Prairie,29.80515189999999,-95.24051,Hertz,29.797353744506836,-95.23648071289062,Rental Car Location
2657,El Dorado / Oates Prairie,29.80515189999999,-95.24051,Mckinney Trailer Rentals,29.796537,-95.24184100000001,Rental Service
2658,El Dorado / Oates Prairie,29.80515189999999,-95.24051,Ez Waste Inc. - Rolloff Dumpster Rentals,29.796763,-95.248776,Garden Center
2659,El Dorado / Oates Prairie,29.80515189999999,-95.24051,R+L Carriers (HST),29.792424,-95.244784,Ice Cream Shop
2660,Hunterwood,29.8165393,-95.2136187,24 Hour Fitness,29.81111773169018,-95.19899138492795,Gym / Fitness Center
2661,Hunterwood,29.8165393,-95.2136187,Subway,29.8033503,-95.2184437,Sandwich Place
2662,Hunterwood,29.8165393,-95.2136187,Dairy Queen,29.82266625917716,-95.22663096315381,Ice Cream Shop
2663,Hunterwood,29.8165393,-95.2136187,Shell,29.803309000000002,-95.218288,Gas Station
2664,Hunterwood,29.8165393,-95.2136187,Taqueria El Cerro Verde,29.82954216003418,-95.21623992919922,Food
2665,Greater Fifth Ward,29.7761332,-95.32645,Frenchys Chicken,29.773792967574607,-95.32607797848243,Fried Chicken Joint
2666,Greater Fifth Ward,29.7761332,-95.32645,Silo,29.767566,-95.32433,Music Venue
2667,Greater Fifth Ward,29.7761332,-95.32645,The New Potato,29.76502096011095,-95.33402541355724,Pub
2668,Greater Fifth Ward,29.7761332,-95.32645,J & J Lounge,29.781978999999996,-95.336325,American Restaurant
2669,Greater Fifth Ward,29.7761332,-95.32645,Los Jacales,29.77676909876964,-95.31026873476372,Mexican Restaurant
2670,Greater Fifth Ward,29.7761332,-95.32645,CVS pharmacy,29.776181,-95.314522,Pharmacy
2671,Greater Fifth Ward,29.7761332,-95.32645,SUBWAY,29.77507473641178,-95.31604649427499,Sandwich Place
2672,Greater Fifth Ward,29.7761332,-95.32645,Redbox,29.77584,-95.315668,Video Store
2673,Greater Fifth Ward,29.7761332,-95.32645,Chase Bank,29.77665583596441,-95.31615423632542,Bank
2674,Greater Fifth Ward,29.7761332,-95.32645,Domino's Pizza,29.776824229240376,-95.31228889526574,Pizza Place
2675,Greater Fifth Ward,29.7761332,-95.32645,Family Dollar,29.78416869,-95.3363584,Discount Store
2676,Greater Fifth Ward,29.7761332,-95.32645,Family Dollar,29.774962705951896,-95.31672911747764,Discount Store
2677,Greater Fifth Ward,29.7761332,-95.32645,Taco Bell,29.775533,-95.314876,Fast Food Restaurant
2678,Greater Fifth Ward,29.7761332,-95.32645,Walgreens,29.775996753113414,-95.31622812151909,Pharmacy
2679,Greater Fifth Ward,29.7761332,-95.32645,I10 and Waco,29.773314,-95.32631,Intersection
2680,Greater Fifth Ward,29.7761332,-95.32645,Shell,29.773705439124225,-95.31610458137514,Gas Station
2681,Greater Fifth Ward,29.7761332,-95.32645,Fifth Ward Jam,29.77617073059082,-95.33280944824219,Arts & Entertainment
2682,Greater Fifth Ward,29.7761332,-95.32645,McDonald's,29.773417463285938,-95.34036124965132,Fast Food Restaurant
2683,Greater Fifth Ward,29.7761332,-95.32645,Japhet Creek Park,29.769745859606843,-95.33035576282221,Park
2684,Greater Fifth Ward,29.7761332,-95.32645,Lyon's Supermarket,29.776272,-95.336176,Market
2685,Greater Fifth Ward,29.7761332,-95.32645,I-10 & Lockwood Dr,29.774274358818662,-95.31537285239295,Intersection
2686,Greater Fifth Ward,29.7761332,-95.32645,Brewster Park,29.779499,-95.337467,Park
2687,Greater Fifth Ward,29.7761332,-95.32645,J.r.'S Taqueria,29.773554,-95.31503,Mexican Restaurant
2688,Greater Fifth Ward,29.7761332,-95.32645,Solatos,29.773508,-95.314971,Sandwich Place
2689,Greater Fifth Ward,29.7761332,-95.32645,Finnigan Park,29.76917105521203,-95.31663167484768,Park
2690,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Taconmadre,29.778171655843078,-95.29330453378454,Taco Place
2691,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Porras Prontito,29.772859769503533,-95.30704587544211,Mexican Restaurant
2692,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Whataburger,29.778641036487095,-95.29088258743286,Burger Joint
2693,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Los Jacales,29.77676909876964,-95.31026873476372,Mexican Restaurant
2694,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Popeyes Louisiana Kitchen,29.776734,-95.301491,Fried Chicken Joint
2695,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Family Dollar,29.775979,-95.30459599999999,Discount Store
2696,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Little Caesars Pizza,29.776884000000003,-95.307735,Pizza Place
2697,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Jack in the Box,29.7782417,-95.2925103,Fast Food Restaurant
2698,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,SUBWAY,29.776279157624703,-95.29080172883607,Sandwich Place
2699,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,CVS pharmacy,29.776181,-95.314522,Pharmacy
2700,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Domino's Pizza,29.776824229240376,-95.31228889526574,Pizza Place
2701,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Mucho Mexico,29.773191378539106,-95.29115246223053,Mexican Restaurant
2702,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Church's Chicken,29.776475284490704,-95.29208075064753,Fried Chicken Joint
2703,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Burger King,29.77349014853042,-95.30777379870409,Fast Food Restaurant
2704,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,SUBWAY,29.77507473641178,-95.31604649427499,Sandwich Place
2705,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Redbox,29.77584,-95.315668,Video Store
2706,Denver Harbor / Port Houston,29.7743832,-95.30113990000001,Shell,29.776953999999996,-95.302526,Gas Station
